id,loan_amount,term,int_rate,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,open_accounts,total_accounts,out_prncp,total_payment,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type
6934702,12500,36.0,18.85,D,D3,< 1 year,RENT,48000.0,Source Verified,Sep-19,Fully Paid,n,debt_consolidation,26.63,0,Aug-88,1,11,18,0.0,15594.12,3094.12,0.0,0.0,0.0,Jan-22,259.12,Jan-22,0.0,1,INDIVIDUAL
7051230,8000,36.0,9.99,B,B1,3 years,RENT,43000.0,Verified,Oct-19,Fully Paid,n,debt_consolidation,20.04,0,Jun-07,0,8,26,0.0,8066.78,66.78,0.0,0.0,0.0,Dec-19,8068.2,Mar-20,0.0,1,INDIVIDUAL
9806476,2000,36.0,15.61,C,C4,10+ years,MORTGAGE,60000.0,Not Verified,Dec-19,Current,n,debt_consolidation,15.42,0,Aug-92,0,7,21,712.49,1748.13,460.62,0.0,0.0,0.0,Jan-22,69.93,Jan-22,0.0,1,INDIVIDUAL
6309400,7200,36.0,11.55,B,B3,< 1 year,MORTGAGE,83200.0,Verified,Oct-19,Current,n,debt_consolidation,7.69,0,Aug-75,2,8,46,2038.96,6415.2,1254.16,0.0,0.0,0.0,Jan-22,237.6,Jan-22,0.0,1,INDIVIDUAL
4535397,10800,36.0,7.62,A,A3,7 years,RENT,44000.0,Not Verified,Nov-19,Current,n,credit_card,12.03,0,Nov-05,0,9,14,3254.62,8745.29,1199.91,0.0,0.0,0.0,Jan-22,336.55,Jan-22,0.0,1,INDIVIDUAL
4534635,12000,36.0,14.3,C,C1,9 years,RENT,50000.0,Verified,Oct-19,Fully Paid,n,credit_card,31.7,0,Jul-02,0,14,17,0.0,13808.3284137,1808.33,0.0,0.0,0.0,Feb-21,4132.34,Feb-21,0.0,1,INDIVIDUAL
7389364,9000,36.0,17.76,D,D1,< 1 year,RENT,35000.0,Source Verified,Sep-19,Fully Paid,n,credit_card,20.98,0,Jan-99,1,8,26,0.0,9518.9,518.9,0.0,0.0,0.0,Mar-20,221.74,Jan-22,0.0,1,INDIVIDUAL
6788817,10000,36.0,11.55,B,B3,10+ years,RENT,58000.0,Not Verified,Aug-19,Fully Paid,n,debt_consolidation,21.48,0,Dec-00,0,12,25,0.0,11000.4890015,1000.49,0.0,0.0,0.0,Aug-20,7374.69,Jan-22,0.0,1,INDIVIDUAL
4425266,8000,36.0,17.1,C,C5,7 years,OWN,38000.0,Not Verified,Oct-19,Current,n,debt_consolidation,12.57,0,Nov-93,1,7,10,2396.67,7711.37,2108.04,0.0,0.0,0.0,Jan-22,285.63,Jan-22,0.0,1,INDIVIDUAL
9475143,12000,36.0,14.98,C,C3,5 years,RENT,35000.0,Not Verified,Dec-19,Fully Paid,n,credit_card,24.76,0,Feb-09,2,11,19,0.0,13343.007613,1343.01,0.0,0.0,0.0,Oct-20,9601.42,Jan-22,0.0,1,INDIVIDUAL
4376034,3750,36.0,11.99,B,B3,8 years,RENT,28000.0,Not Verified,Sep-19,Current,n,debt_consolidation,12.56,0,Jan-06,0,10,18,952.88,3487.02,689.9,0.0,0.0,0.0,Jan-22,124.54,Jan-22,0.0,1,INDIVIDUAL
4374955,8000,36.0,7.9,A,A4,< 1 year,RENT,85000.0,Not Verified,Nov-19,Current,n,debt_consolidation,21.5,0,Aug-97,1,13,44,2415.58,6507.47,923.05,0.0,0.0,0.0,Jan-22,250.33,Jan-22,0.0,1,INDIVIDUAL
8599001,5700,36.0,15.1,C,C2,6 years,RENT,29182.0,Not Verified,Nov-19,Fully Paid,n,credit_card,6.79,0,Oct-03,0,7,20,0.0,6286.5498213,586.55,0.0,0.0,0.0,Aug-20,4703.84,Jan-22,0.0,1,INDIVIDUAL
7708507,9600,36.0,18.55,D,D2,< 1 year,RENT,38000.0,Not Verified,Oct-19,Fully Paid,n,debt_consolidation,21.66,0,Sep-06,1,13,18,0.0,11637.29,2037.29,0.0,0.0,0.0,Feb-21,6391.49,Jan-22,0.0,1,INDIVIDUAL
7076651,8000,36.0,11.55,B,B3,< 1 year,MORTGAGE,120000.0,Not Verified,Sep-19,Current,n,debt_consolidation,22.28,0,Feb-95,2,18,44,2023.32,7392.0,1415.32,0.0,0.0,0.0,Jan-22,264.0,Jan-22,0.0,1,INDIVIDUAL
7096970,6375,36.0,7.62,A,A3,4 years,MORTGAGE,32000.0,Not Verified,Sep-19,Fully Paid,n,debt_consolidation,15.71,0,Mar-95,0,8,16,0.0,7084.67999929,709.68,0.0,0.0,0.0,Nov-21,2118.18,Nov-21,0.0,1,INDIVIDUAL
6936208,7500,36.0,12.35,B,B4,6 years,MORTGAGE,100000.0,Not Verified,Sep-19,Current,n,debt_consolidation,20.32,0,Mar-80,0,18,48,1916.51,7005.41,1421.92,0.0,0.0,0.0,Jan-22,250.37,Jan-22,0.0,1,INDIVIDUAL
4308091,13000,36.0,13.507328482328484,B,B2,6 years,RENT,41000.0,Source Verified,Nov-19,Fully Paid,n,debt_consolidation,34.4,0,Jun-97,1,9,22,0.0,14540.91,1540.91,0.0,0.0,0.0,Feb-21,8583.21,Mar-21,0.0,1,INDIVIDUAL
7015479,10000,36.0,15.88,C,C4,3 years,RENT,65000.0,Verified,Sep-19,Current,n,debt_consolidation,3.42,0,Jun-06,0,8,9,2648.15,9826.69,2474.84,0.0,0.0,0.0,Jan-22,350.98,Jan-22,0.0,1,INDIVIDUAL
6839102,14000,36.0,12.35,B,B4,4 years,RENT,79000.0,Source Verified,Sep-19,Current,n,debt_consolidation,30.85,0,Nov-03,0,19,35,3571.19,13085.8,2656.99,0.0,0.0,0.0,Jan-22,467.35,Jan-22,0.0,1,INDIVIDUAL
7710943,7000,36.0,18.55,D,D2,2 years,RENT,30000.0,Not Verified,Oct-19,Fully Paid,n,debt_consolidation,5.04,0,Oct-09,1,8,10,0.0,7799.99164457,799.99,0.0,0.0,0.0,Jun-20,6015.24,Jun-20,0.0,1,INDIVIDUAL
4305530,12000,36.0,9.67,B,B1,4 years,MORTGAGE,115000.0,Source Verified,Dec-19,Current,n,debt_consolidation,20.91,0,Apr-07,1,21,33,4041.45,9632.95,1674.4,0.0,0.0,0.0,Jan-22,385.35,Jan-22,0.0,1,INDIVIDUAL
4292004,18000,36.0,13.507328482328484,B,B1,7 years,RENT,75000.0,Verified,Dec-19,Current,n,debt_consolidation,10.47,0,Oct-99,1,10,19,6062.4,14449.07,2511.47,0.0,0.0,0.0,Jan-22,578.03,Jan-22,0.0,1,INDIVIDUAL
4290964,12300,36.0,13.507328482328484,C,C2,10+ years,RENT,58000.0,Verified,Aug-19,Fully Paid,n,car,25.47,0,Dec-00,0,8,25,0.0,14913.5541291,2613.55,0.0,0.0,0.0,Sep-21,4779.55,Dec-21,0.0,1,INDIVIDUAL
7669756,5000,36.0,14.3,C,C1,10+ years,RENT,75000.0,Not Verified,Oct-19,Fully Paid,n,credit_card,8.13,0,Jan-01,0,5,19,0.0,5867.38724606,867.39,0.0,0.0,0.0,Apr-21,2951.17,Jan-22,0.0,1,INDIVIDUAL
9696293,14500,36.0,7.9,A,A4,2 years,MORTGAGE,62000.0,Not Verified,Dec-19,Current,n,debt_consolidation,28.86,0,Aug-03,2,15,37,4105.23,11954.68,1559.91,0.0,0.0,0.0,Jan-22,453.71,Jan-22,0.0,1,INDIVIDUAL
7697026,2875,36.0,18.55,D,D2,,RENT,18000.0,Source Verified,Oct-19,Fully Paid,n,debt_consolidation,15.73,0,Jul-06,0,7,16,0.0,3553.93070067,678.93,0.0,0.0,0.0,May-21,1668.73,May-21,0.0,1,INDIVIDUAL
8598221,16000,36.0,9.67,B,B1,5 years,RENT,50000.0,Not Verified,Nov-19,Fully Paid,n,debt_consolidation,29.4,0,Mar-03,2,11,31,0.0,17491.1365454,1491.14,0.0,0.0,0.0,Jul-21,431.25,Oct-21,0.0,1,INDIVIDUAL
7936124,5000,36.0,13.507328482328484,B,B5,6 years,OWN,32000.0,Source Verified,Oct-19,Current,n,debt_consolidation,19.58,0,Sep-00,0,6,11,1599.09,4422.1,1021.19,0.0,0.0,0.0,Dec-21,170.09,Jan-22,0.0,1,INDIVIDUAL
9184988,5000,36.0,13.507328482328484,B,B2,5 years,MORTGAGE,45000.0,Source Verified,Dec-19,Fully Paid,n,credit_card,26.7,0,May-03,2,19,45,0.0,5372.15306357,372.15,0.0,0.0,0.0,Sep-20,4063.75,Jul-21,0.0,1,INDIVIDUAL
9725662,8000,36.0,13.53,B,B5,6 years,MORTGAGE,25000.0,Verified,Dec-19,Current,n,debt_consolidation,23.52,0,Apr-02,2,14,49,3033.28,6516.99,1550.27,0.0,0.0,0.0,Jan-22,271.6,Jan-22,0.0,1,INDIVIDUAL
6888865,16000,36.0,10.64,B,B2,7 years,RENT,60000.0,Not Verified,Sep-19,Current,n,debt_consolidation,21.54,0,Feb-97,0,12,19,4010.88,14585.7,2596.58,0.0,0.0,0.0,Jan-22,521.1,Jan-22,0.0,1,INDIVIDUAL
4299364,14000,36.0,17.1,C,C5,4 years,RENT,85000.0,Verified,Oct-19,Fully Paid,n,credit_card,9.68,0,Nov-06,2,8,10,0.0,17465.14,3465.14,0.0,0.0,0.0,Sep-21,6468.66,Jan-22,0.0,1,INDIVIDUAL
7629461,14500,36.0,13.507328482328484,D,D1,6 years,RENT,55000.0,Source Verified,Oct-19,Charged Off,n,debt_consolidation,25.49,0,May-07,0,9,22,0.0,10971.87,3453.76,0.0,0.0,0.0,Jul-21,522.47,Jan-22,0.0,1,INDIVIDUAL
7615845,6700,36.0,16.2,C,C4,8 years,RENT,52000.0,Not Verified,Oct-19,Fully Paid,n,debt_consolidation,13.13,0,Mar-03,0,9,16,0.0,8203.78,1503.78,0.0,0.0,0.0,Aug-21,3243.16,Aug-21,0.0,1,INDIVIDUAL
4279104,9450,36.0,19.2,D,D3,4 years,RENT,70000.0,Not Verified,Nov-19,Current,n,credit_card,7.61,0,Oct-07,0,5,5,3478.51,8683.19,2711.7,0.0,0.0,0.0,Dec-21,347.36,Jan-22,0.0,1,INDIVIDUAL
4277368,9600,36.0,13.507328482328484,B,B3,2 years,RENT,130000.0,Verified,Aug-19,Fully Paid,n,wedding,2.14,0,Feb-07,0,4,6,0.0,10121.59,521.59,0.0,0.0,0.0,Mar-20,8537.59,Mar-20,0.0,1,INDIVIDUAL
6888539,15000,36.0,13.507328482328484,B,B2,8 years,MORTGAGE,63600.0,Not Verified,Sep-19,Current,n,debt_consolidation,9.26,0,Jun-90,0,5,42,3759.37,13675.24,2434.61,0.0,0.0,0.0,Jan-22,488.53,Jan-22,0.0,1,INDIVIDUAL
7706843,7200,36.0,17.1,C,C5,2 years,MORTGAGE,54000.0,Verified,Oct-19,Current,n,debt_consolidation,9.53,0,Oct-00,0,11,21,885.3,8045.18,1730.48,0.0,0.0,0.0,Jan-22,257.06,Jan-22,0.0,1,INDIVIDUAL
6647952,5000,36.0,18.85,D,D3,5 years,OWN,42000.0,Not Verified,Sep-19,Fully Paid,n,debt_consolidation,14.44,0,Aug-09,1,8,8,0.0,5437.03,437.03,0.0,0.0,0.0,May-20,1937.03,Jan-22,0.0,1,INDIVIDUAL
6597673,12000,36.0,13.507328482328484,B,B2,7 years,OWN,36000.0,Not Verified,Nov-19,Current,n,credit_card,25.63,0,Dec-02,0,12,21,4096.79,9814.37,1911.16,0.0,0.0,0.0,Dec-21,392.81,Jan-22,0.0,1,INDIVIDUAL
9806212,8000,36.0,19.97,D,D5,9 years,RENT,37000.0,Not Verified,Dec-19,Current,n,debt_consolidation,26.18,0,Jul-02,1,10,19,3208.65,7132.39,2341.04,0.0,0.0,0.0,Jan-22,297.19,Jan-22,0.0,1,INDIVIDUAL
7707945,5275,36.0,15.1,C,C2,6 years,MORTGAGE,40000.0,Verified,Oct-19,Current,n,debt_consolidation,17.61,0,Apr-03,1,7,15,1549.28,4943.68,1217.96,0.0,0.0,0.0,Jan-22,183.12,Jan-22,0.0,1,INDIVIDUAL
9186373,10000,36.0,11.99,B,B3,3 years,RENT,40000.0,Verified,Dec-19,Current,n,credit_card,30.66,0,Sep-07,2,11,18,2495.68,9234.5,1730.18,0.0,0.0,0.0,Jan-22,664.2,Jan-22,0.0,1,INDIVIDUAL
9857315,9000,36.0,10.99,B,B2,< 1 year,RENT,75000.0,Source Verified,Dec-19,Fully Paid,n,credit_card,9.27,0,Jan-07,0,9,26,0.0,10062.27,1062.27,0.0,0.0,0.0,Dec-21,1786.24,Jan-22,0.0,1,INDIVIDUAL
7070810,16000,36.0,13.05,B,B5,8 years,RENT,59000.0,Not Verified,Sep-19,Current,n,credit_card,12.89,0,May-01,0,9,21,4112.09,15105.72,3217.81,0.0,0.0,0.0,Jan-22,539.49,Jan-22,0.0,1,INDIVIDUAL
7677125,12000,36.0,9.99,B,B1,10+ years,RENT,55000.0,Not Verified,Oct-19,Current,n,credit_card,26.6,0,Feb-96,0,8,18,3343.63,10453.05,1796.68,0.0,0.0,0.0,Jan-22,387.15,Jan-22,0.0,1,INDIVIDUAL
6785029,15000,36.0,14.98,C,C3,,RENT,60000.0,Source Verified,Dec-19,Fully Paid,n,debt_consolidation,16.94,0,Oct-05,1,10,16,0.0,18117.1000025,3117.1,0.0,0.0,0.0,Oct-21,7200.46,Jan-22,0.0,1,INDIVIDUAL
4176495,7200,36.0,9.99,B,B1,9 years,MORTGAGE,60000.0,Source Verified,Oct-19,Fully Paid,n,debt_consolidation,21.38,0,Mar-00,1,11,24,0.0,7685.98484359,485.98,0.0,0.0,0.0,Jul-20,5830.9,Jan-22,0.0,1,INDIVIDUAL
9775832,4000,36.0,18.25,D,D3,10+ years,RENT,66400.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,18.62,0,Sep-99,2,14,37,0.0,4857.72749823,857.73,0.0,0.0,0.0,May-21,2536.25,Jan-22,0.0,1,INDIVIDUAL
4175257,4850,36.0,19.2,D,D3,2 years,RENT,80000.0,Source Verified,Oct-19,Current,n,debt_consolidation,9.03,0,Mar-09,1,8,8,1484.86,4810.4,1445.26,0.0,0.0,0.0,Jan-22,178.28,Jan-22,0.0,1,INDIVIDUAL
8866181,14675,36.0,17.76,D,D1,< 1 year,RENT,37500.0,Source Verified,Nov-19,Fully Paid,n,credit_card,19.26,0,Oct-06,0,20,31,0.0,17733.9332302,3058.93,0.0,0.0,0.0,May-21,9273.84,Jan-22,0.0,1,INDIVIDUAL
5757236,10000,36.0,6.03,A,A1,6 years,MORTGAGE,140000.0,Source Verified,Dec-19,Fully Paid,n,debt_consolidation,14.11,0,Aug-99,2,19,38,0.0,10638.0,638.0,0.0,0.0,0.0,Apr-21,6376.96,Apr-21,0.0,1,INDIVIDUAL
6919997,9750,36.0,6.62,A,A2,8 years,RENT,57000.0,Verified,Sep-19,Current,n,debt_consolidation,22.18,0,Jul-00,0,8,17,2338.75,8379.31,968.06,0.0,0.0,0.0,Jan-22,299.37,Jan-22,0.0,1,INDIVIDUAL
4164619,18000,36.0,7.62,A,A3,10+ years,MORTGAGE,112000.0,Verified,Oct-19,Current,n,debt_consolidation,7.26,0,Jun-87,0,14,26,5417.87,14583.66,2001.53,0.0,0.0,0.0,Dec-21,560.91,Jan-22,0.0,1,INDIVIDUAL
8628118,10000,36.0,6.62,A,A2,< 1 year,RENT,80000.0,Not Verified,Nov-19,Fully Paid,n,credit_card,7.64,0,Oct-04,1,9,28,0.0,10630.81,630.81,0.0,0.0,0.0,May-21,1411.13,May-21,0.0,1,INDIVIDUAL
6937943,7025,36.0,15.22,C,C3,< 1 year,RENT,34000.0,Not Verified,Sep-19,Current,n,credit_card,12.25,0,Jul-00,1,6,13,1847.7,6839.02,1661.72,0.0,0.0,0.0,Jan-22,244.29,Jan-22,0.0,1,INDIVIDUAL
6725533,4000,36.0,7.62,A,A3,< 1 year,RENT,65000.0,Not Verified,Aug-19,Current,n,home_improvement,7.12,0,Jun-87,1,11,26,850.63,3614.85,465.48,0.0,0.0,0.0,Jan-22,124.65,Jan-22,0.0,1,INDIVIDUAL
7727071,3000,36.0,12.99,B,B4,,RENT,75000.0,Source Verified,Oct-19,Fully Paid,n,debt_consolidation,5.76,0,Jul-87,0,7,38,0.0,3581.09999988,581.1,0.0,0.0,0.0,Dec-21,1054.35,Jan-22,0.0,1,INDIVIDUAL
4034703,12000,36.0,10.99,B,B2,6 years,MORTGAGE,65000.0,Not Verified,Oct-19,Current,n,credit_card,13.76,0,Oct-98,1,5,17,3378.61,10605.87,1984.48,0.0,0.0,0.0,Jan-22,392.81,Jan-22,0.0,1,INDIVIDUAL
8225240,8500,36.0,6.97,A,A2,5 years,MORTGAGE,25000.0,Verified,Oct-19,Charged Off,n,debt_consolidation,24.92,0,Mar-85,0,13,26,0.0,1836.38,319.37,0.0,0.0,0.0,Jun-20,262.34,Jan-22,0.0,1,INDIVIDUAL
8376381,7800,36.0,6.03,A,A1,10+ years,MORTGAGE,65000.0,Source Verified,Nov-19,Fully Paid,n,credit_card,12.91,0,Aug-00,0,6,17,0.0,7950.70201656,150.7,0.0,0.0,0.0,Mar-20,7239.01,Jan-22,0.0,1,INDIVIDUAL
9775863,5000,36.0,16.24,C,C5,10+ years,MORTGAGE,28000.0,Not Verified,Dec-19,Late (31-120 days),n,home_improvement,7.26,0,Sep-06,1,4,9,2379.89,3703.98,1083.87,0.0,0.0,0.0,Oct-21,176.38,Jan-22,0.0,1,INDIVIDUAL
8568335,8000,36.0,19.2,D,D3,4 years,RENT,87000.0,Not Verified,Nov-19,Fully Paid,n,debt_consolidation,7.37,0,Jun-00,2,8,20,0.0,8128.0,128.0,0.0,0.0,0.0,Dec-19,8128.0,Jan-22,0.0,1,INDIVIDUAL
9265215,8000,36.0,13.67,B,B5,1 year,RENT,42000.0,Verified,Dec-19,Fully Paid,n,debt_consolidation,34.7,0,Dec-01,1,18,26,0.0,9597.52,1597.52,0.0,0.0,0.0,Dec-21,3338.07,Jan-22,0.0,1,INDIVIDUAL
3920960,7425,36.0,13.67,B,B5,3 years,MORTGAGE,39000.0,Verified,Nov-19,Fully Paid,n,debt_consolidation,33.15,0,Jan-02,0,11,21,0.0,8570.13,1145.13,0.0,0.0,0.0,Mar-21,4781.28,Jan-22,0.0,1,INDIVIDUAL
6225525,6500,36.0,13.507328482328484,B,B1,3 years,MORTGAGE,65000.0,Verified,Dec-19,Current,n,car,21.78,0,Jun-05,0,10,16,2189.03,5217.86,906.89,0.0,0.0,0.0,Jan-22,208.74,Jan-22,0.0,1,INDIVIDUAL
8608426,5500,36.0,17.76,D,D1,4 years,RENT,54000.0,Not Verified,Nov-19,Fully Paid,n,debt_consolidation,6.96,0,Oct-10,0,5,9,0.0,6724.74,1224.74,0.0,0.0,0.0,May-21,3355.68,Jan-22,0.0,1,INDIVIDUAL
3920313,11475,36.0,12.99,B,B4,10+ years,MORTGAGE,68200.0,Verified,Nov-19,Current,n,debt_consolidation,18.38,0,Dec-82,0,19,31,3646.75,10048.91,2220.66,0.0,0.0,0.0,Jan-22,386.59,Jan-22,0.0,1,INDIVIDUAL
7635850,20000,36.0,11.99,B,B3,10+ years,MORTGAGE,125000.0,Source Verified,Oct-19,Current,n,debt_consolidation,12.9,0,Apr-99,1,15,32,5680.77,17933.28,3614.05,0.0,0.0,0.0,Jan-22,664.2,Jan-22,0.0,1,INDIVIDUAL
7626774,20000,36.0,10.99,B,B2,,MORTGAGE,90000.0,Verified,Oct-19,Current,n,debt_consolidation,13.08,0,Feb-92,1,8,39,5631.11,17676.36,3307.47,0.0,0.0,0.0,Jan-22,654.68,Jan-22,0.0,1,INDIVIDUAL
7667545,5000,36.0,13.67,B,B5,4 years,OWN,36000.0,Verified,Oct-19,Fully Paid,n,credit_card,20.57,0,Nov-98,1,7,29,0.0,5989.74,989.79,0.0,0.0,0.0,Oct-21,2077.75,Jan-22,0.0,1,INDIVIDUAL
9444985,15000,36.0,9.67,B,B1,1 year,RENT,85000.0,Verified,Dec-19,Current,n,debt_consolidation,13.1,0,Aug-05,0,14,20,5051.6,12041.45,2093.05,0.0,0.0,0.0,Jan-22,481.69,Jan-22,0.0,1,INDIVIDUAL
3916112,2350,36.0,8.9,A,A5,4 years,MORTGAGE,55000.0,Verified,Dec-19,Fully Paid,n,credit_card,20.45,0,Nov-06,0,9,13,0.0,2417.07556893,67.08,0.0,0.0,0.0,Apr-20,2193.55,May-20,0.0,1,INDIVIDUAL
7628319,10000,36.0,18.55,D,D2,8 years,RENT,100000.0,Verified,Oct-19,Fully Paid,n,debt_consolidation,26.62,0,Oct-96,2,16,25,0.0,12166.4,2166.4,0.0,0.0,0.0,Mar-21,6337.76,Jan-22,0.0,1,INDIVIDUAL
7445404,4000,36.0,13.67,B,B5,4 years,MORTGAGE,40000.0,Source Verified,Sep-19,Fully Paid,n,home_improvement,14.34,0,Feb-06,0,8,20,0.0,4225.92691283,225.93,0.0,0.0,0.0,Apr-20,281.73,Apr-21,0.0,1,INDIVIDUAL
7058464,18000,36.0,13.05,B,B5,7 years,MORTGAGE,130000.0,Source Verified,Sep-19,Current,n,credit_card,12.35,0,Nov-02,0,9,12,5177.2,16386.26,3563.46,0.0,0.0,0.0,Dec-21,606.93,Jan-22,0.0,1,INDIVIDUAL
7356226,9600,36.0,16.2,C,C4,10+ years,RENT,48000.0,Not Verified,Sep-19,Fully Paid,n,debt_consolidation,25.68,0,Oct-00,0,10,45,0.0,11438.21,1838.24,0.0,0.0,0.0,Feb-21,6022.9,Jan-22,0.0,1,INDIVIDUAL
5960476,11200,36.0,12.85,B,B4,8 years,RENT,45000.0,Not Verified,Dec-19,Fully Paid,n,debt_consolidation,9.93,0,Aug-02,1,12,18,0.0,13173.3900154,1973.39,0.0,0.0,0.0,Nov-21,5265.42,Nov-21,0.0,1,INDIVIDUAL
6765554,10000,36.0,17.56,D,D1,< 1 year,MORTGAGE,50000.0,Not Verified,Aug-19,Current,n,credit_card,8.29,0,Jan-10,0,10,10,2693.82,10061.24,2755.06,0.0,0.0,0.0,Dec-21,359.33,Jan-22,0.0,1,INDIVIDUAL
7075149,8400,36.0,17.56,D,D1,10+ years,RENT,80000.0,Not Verified,Sep-19,Fully Paid,n,debt_consolidation,22.49,0,Mar-00,2,19,39,0.0,9407.7857925,1007.79,0.0,0.0,0.0,Jun-20,6995.6,Sep-20,0.0,1,INDIVIDUAL
7066435,4000,36.0,13.507328482328484,C,C1,,MORTGAGE,26500.0,Verified,Sep-19,Current,n,home_improvement,12.72,0,Jan-76,1,3,13,1034.98,3810.42,845.4,0.0,0.0,0.0,Jan-22,136.09,Jan-22,0.0,1,INDIVIDUAL
7436018,10000,36.0,8.6,A,A4,7 years,MORTGAGE,108000.0,Verified,Sep-19,Fully Paid,n,debt_consolidation,12.27,0,Feb-97,1,10,31,0.0,11251.92,1251.92,0.0,0.0,0.0,Oct-21,3664.56,Nov-21,0.0,1,INDIVIDUAL
9057150,9450,36.0,15.1,C,C2,< 1 year,RENT,30000.0,Verified,Dec-19,Fully Paid,n,debt_consolidation,25.8,0,Sep-06,0,12,17,0.0,10695.6851961,1245.69,0.0,0.0,0.0,Dec-20,7087.23,Dec-20,0.0,1,INDIVIDUAL
7073611,9450,36.0,13.507328482328484,D,D3,3 years,RENT,32500.0,Verified,Sep-19,Current,n,debt_consolidation,13.07,0,Nov-99,2,7,16,2880.41,9332.93,2763.34,0.0,0.0,0.0,Dec-21,345.69,Jan-22,0.0,1,INDIVIDUAL
8566900,10400,36.0,6.62,A,A2,10+ years,MORTGAGE,90000.0,Verified,Nov-19,Current,n,debt_consolidation,21.24,0,Jun-93,0,14,33,3401.83,7979.46,981.29,0.0,0.0,0.0,Jan-22,319.32,Jan-22,0.0,1,INDIVIDUAL
3700999,8000,36.0,9.99,B,B1,1 year,MORTGAGE,35000.0,Source Verified,Sep-19,Current,n,debt_consolidation,22.66,0,Aug-03,1,10,13,1992.37,7223.05,1215.42,0.0,0.0,0.0,Jan-22,258.1,Jan-22,0.0,1,INDIVIDUAL
5780830,20000,36.0,11.55,B,B3,7 years,MORTGAGE,72000.0,Source Verified,Aug-19,Current,n,debt_consolidation,13.55,0,Jul-99,2,12,19,5061.91,18475.02,3536.93,0.0,0.0,0.0,Dec-21,660.0,Jan-22,0.0,1,INDIVIDUAL
8148555,12000,36.0,13.98,C,C1,10+ years,RENT,65000.0,Not Verified,Dec-19,Current,n,debt_consolidation,12.9,0,Apr-01,0,7,12,4210.33,10250.08,2460.41,0.0,0.0,0.0,Jan-22,410.02,Jan-22,0.0,1,INDIVIDUAL
7676695,5000,36.0,20.2,D,D5,7 years,RENT,65000.0,Not Verified,Oct-19,Fully Paid,n,debt_consolidation,4.28,0,Jun-02,2,8,17,0.0,6409.76242543,1409.76,0.0,0.0,0.0,Aug-21,2497.19,Jan-22,0.0,1,INDIVIDUAL
9716584,6000,36.0,11.99,B,B3,4 years,MORTGAGE,85000.0,Source Verified,Dec-19,Fully Paid,n,debt_consolidation,11.07,0,Oct-02,1,13,33,0.0,6828.03026296,828.03,0.0,0.0,0.0,May-21,3639.97,Sep-21,0.0,1,INDIVIDUAL
9676319,16000,36.0,12.85,B,B4,1 year,RENT,60000.0,Not Verified,Dec-19,Current,n,credit_card,19.86,0,Mar-89,1,19,41,5554.38,13448.45,3002.83,0.0,0.0,0.0,Jan-22,537.95,Jan-22,0.0,1,INDIVIDUAL
7076223,17500,36.0,10.64,B,B2,8 years,RENT,65000.0,Not Verified,Sep-19,Current,n,credit_card,17.1,0,Apr-04,0,17,24,4385.28,15955.35,2840.63,0.0,0.0,0.0,Jan-22,569.95,Jan-22,0.0,1,INDIVIDUAL
3666095,13200,36.0,11.55,B,B3,10+ years,MORTGAGE,50000.0,Source Verified,Aug-19,Current,n,credit_card,18.79,0,Jan-95,0,10,32,3338.47,12196.8,2335.27,0.0,0.0,0.0,Dec-21,435.6,Jan-22,0.0,1,INDIVIDUAL
3664797,18000,36.0,6.62,A,A2,3 years,MORTGAGE,50000.0,Verified,Sep-19,Current,n,credit_card,29.42,0,Jun-06,1,17,24,4842.18,14918.73,1760.91,0.0,0.0,0.0,Dec-21,552.67,Jan-22,0.0,1,INDIVIDUAL
3643876,13000,36.0,11.55,B,B3,3 years,RENT,70000.0,Verified,Aug-19,Fully Paid,n,credit_card,9.38,0,Jun-02,0,5,16,0.0,14958.05,1958.05,0.0,0.0,0.0,Apr-21,6807.05,Aug-21,0.0,1,INDIVIDUAL
8125325,8800,36.0,15.1,C,C2,10+ years,RENT,50000.0,Source Verified,Oct-19,Fully Paid,n,debt_consolidation,28.32,0,Oct-87,0,12,22,0.0,8910.86,110.86,0.0,0.0,0.0,Nov-19,8910.98,Feb-21,0.0,1,INDIVIDUAL
8634864,3000,36.0,13.507328482328484,E,E5,7 years,RENT,128000.0,Verified,Nov-19,Fully Paid,n,debt_consolidation,1.93,0,Aug-02,0,5,7,0.0,3280.75605842,280.76,0.0,0.0,0.0,Apr-20,2814.05,Jan-22,0.0,1,INDIVIDUAL
8896289,6625,36.0,19.52,D,D4,10+ years,RENT,30000.0,Verified,Nov-19,Fully Paid,n,debt_consolidation,13.2,0,Jun-95,1,7,10,0.0,7511.36886044,886.37,0.0,0.0,0.0,Aug-20,5555.23,Jan-22,0.0,1,INDIVIDUAL
7078123,5000,36.0,16.78,C,C5,3 years,RENT,50000.0,Not Verified,Sep-19,Current,n,credit_card,10.1,0,Oct-07,1,9,12,1336.48,4975.66,1312.14,0.0,0.0,0.0,Jan-22,177.72,Jan-22,0.0,1,INDIVIDUAL
